timestamp,open,high,low,close,volume,support,resis
2023-11-16 01:00:00,65.21,65.21,64.89,64.89,178.95641921,61.22,67.77
2023-11-16 01:15:00,64.88,65.39,64.5,65.39,763.10178461,61.22,67.77
2023-11-16 01:30:00,65.33,65.48,65.26,65.28,146.28637765,61.22,67.77
2023-11-16 01:45:00,65.02,65.27,65.0,65.27,105.81935557,61.22,67.77
2023-11-16 02:00:00,65.31,66.47,65.16,66.27,815.16917355,61.22,67.77
2023-11-16 02:15:00,66.51,66.63,65.73,65.86,353.30117437,61.22,67.77
2023-11-16 02:30:00,65.94,66.07,65.94,66.07,5.34300982,61.22,67.77
2023-11-16 02:45:00,66.1,66.22,66.1,66.22,67.21504921,61.22,67.77
2023-11-16 03:00:00,66.08,66.47,65.95,66.31,55.64906691,61.22,67.77
2023-11-16 03:15:00,66.2,66.46,66.2,66.2,207.04002899,61.22,67.77
2023-11-16 03:30:00,65.96,66.38,65.85,66.38,3.64040696,61.22,67.77
2023-11-16 03:45:00,66.0,66.0,65.88,65.88,4.85971434,61.22,67.77
2023-11-16 04:00:00,65.85,65.85,65.0,65.24,556.37625058,61.22,67.77
2023-11-16 04:15:00,65.29,65.29,64.93,65.25,456.9032438,61.22,67.77
2023-11-16 04:30:00,65.41,65.57,65.27,65.27,133.11527394,61.22,67.77
2023-11-16 04:45:00,65.23,65.23,65.16,65.16,17.47439624,61.22,67.77
2023-11-16 05:00:00,65.05,65.37,64.85,65.25,156.20181134,61.22,67.77
2023-11-16 05:15:00,65.06,65.06,65.02,65.02,2.70987083,61.22,67.77
2023-11-16 05:30:00,65.28,65.57,65.28,65.57,70.78298403,61.22,67.77
2023-11-16 05:45:00,65.6,66.15,65.6,66.09,27.27961584,61.22,67.77
2023-11-16 06:00:00,66.2,67.0,66.09,66.98,662.86034862,61.22,67.77
2023-11-16 06:15:00,66.94,67.83,66.72,67.77,956.50607119,61.22,67.77
2023-11-16 06:30:00,67.84,68.14,67.26,67.43,898.11808253,61.22,67.77
2023-11-16 06:45:00,67.38,67.75,67.24,67.75,144.96693975,61.22,67.77
2023-11-16 07:00:00,67.8,67.96,67.23,67.47,999.51920257,61.22,67.77
2023-11-16 07:15:00,67.34,67.34,66.85,67.05,1185.18295802,61.22,67.77
2023-11-16 07:30:00,67.02,67.02,66.11,66.32,887.00852535,61.22,67.77
2023-11-16 07:45:00,66.37,66.37,65.68,65.68,326.88658154,61.22,67.77
2023-11-16 08:00:00,65.68,66.0,65.3,65.58,1226.78783751,61.22,67.77
2023-11-16 08:15:00,65.42,65.61,64.63,64.95,3984.05984713,61.22,67.77
2023-11-16 08:30:00,64.89,65.53,64.63,65.44,185.47556781,61.22,67.77
2023-11-16 08:45:00,65.47,65.65,64.79,64.82,230.12224307,61.22,67.77
2023-11-16 09:00:00,64.86,65.06,64.18,65.06,626.63813903,61.22,67.77
2023-11-16 09:15:00,65.06,65.23,64.82,64.99,163.90104125,61.22,67.77
2023-11-16 09:30:00,64.86,64.93,64.25,64.93,193.41275596,61.22,67.77
2023-11-16 09:45:00,64.96,65.48,64.96,65.44,461.76688385,61.22,67.77
2023-11-16 10:00:00,65.54,66.0,65.54,65.8,357.30567089,61.22,67.77
2023-11-16 10:15:00,65.58,65.58,65.37,65.53,6.6378147,61.22,67.77
2023-11-16 10:30:00,65.72,65.72,65.27,65.35,226.71055135,61.22,67.77
2023-11-16 10:45:00,65.38,65.59,65.04,65.16,29.13088956,61.22,67.77
2023-11-16 11:00:00,65.14,65.79,65.02,65.42,130.39380553,61.22,67.77
2023-11-16 11:15:00,65.72,65.75,64.63,64.63,1178.38436175,61.22,67.77
2023-11-16 11:30:00,64.69,64.9,64.33,64.46,783.73480894,61.22,67.77
2023-11-16 11:45:00,64.3,64.5,63.36,64.04,1519.68178723,61.22,67.77
2023-11-16 12:00:00,64.14,64.31,63.66,64.08,5247.43436494,61.22,67.77
2023-11-16 12:15:00,63.84,63.85,63.29,63.64,1271.10486397,61.22,67.77
2023-11-16 12:30:00,63.85,64.36,63.81,64.32,294.63357239,61.22,67.77
2023-11-16 12:45:00,64.24,64.71,64.02,64.13,101.17032424,61.22,67.77
2023-11-16 13:00:00,64.29,64.29,63.1,63.28,133.41408763,61.22,67.77
2023-11-16 13:15:00,63.28,63.28,62.06,62.91,2765.69875392,61.22,67.77
2023-11-16 13:30:00,62.8,62.8,62.21,62.26,1651.21591751,61.22,67.77
2023-11-16 13:45:00,62.35,63.15,62.35,62.87,3801.04553197,61.22,67.77
2023-11-16 14:00:00,63.16,63.3,61.84,62.38,619.6891654,61.22,67.77
2023-11-16 14:15:00,62.27,62.58,61.5,61.59,730.97390368,61.22,67.77
2023-11-16 14:30:00,62.01,62.58,61.79,62.33,99.70694467,61.22,67.77
2023-11-16 14:45:00,62.65,62.91,62.57,62.85,427.67481165,61.22,67.77
2023-11-16 15:00:00,62.83,62.98,62.75,62.75,48.15767813,61.22,67.77
2023-11-16 15:15:00,62.39,62.7,62.36,62.7,1070.36017735,61.22,67.77
2023-11-16 15:30:00,62.47,62.47,61.11,61.59,803.66709758,61.22,67.77
2023-11-16 15:45:00,61.65,61.65,60.54,61.52,3657.9829678,61.22,67.77
2023-11-16 16:00:00,61.63,61.86,61.07,61.34,1719.98713799,61.22,67.77
2023-11-16 16:15:00,61.52,61.61,61.2,61.22,53.38460122,61.22,67.77
2023-11-16 16:30:00,61.22,62.2,61.21,61.88,396.99068287,61.22,67.77
2023-11-16 16:45:00,62.1,62.55,62.1,62.54,493.57757166,61.22,67.77
2023-11-16 17:00:00,62.12,62.24,61.9,62.08,147.99647507,61.22,67.77
2023-11-16 17:15:00,62.4,62.83,62.4,62.7,539.75097558,61.22,67.77
2023-11-16 17:30:00,62.87,62.87,62.48,62.51,82.87566573,61.22,67.77
2023-11-16 17:45:00,62.52,62.68,61.73,61.83,728.41185585,61.22,67.77
2023-11-16 18:00:00,61.81,62.17,61.64,62.17,1714.02136424,61.22,67.77
2023-11-16 18:15:00,61.9,62.28,61.61,62.28,1415.78616737,61.22,67.77
2023-11-16 18:30:00,62.3,62.46,62.26,62.26,121.00506945,61.22,67.77
